Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,kube native,Piotr Zaniewski,Head of Engineering Enablement,vCluster,,,,"Instant KAI Sandboxes with vCluster: Multi-Tenant, Multi-Scheduler GPU Sharing","Sick of GPU deadlocks and cluster sprawl? In 30 min we’ll spin up vCluster sandboxes, drop NVIDIA’s open-source KAI Scheduler inside, and watch fractional GPUs push utilization from 40 % → 90 %. Multi-tenant, multi-scheduler, zero downtime—copy the YAML and go.",https://www.linkedin.com/in/piotr-zaniewski/,,,,,Piotr Zaniewski_kube.png,https://youtu.be/FGLb4xDZ2VY,"sandboxes,gpu,multitenant",
No,kube native,Christophe Gigax,Cloud Solution Architect,Hager Group,,,,Shaping next generations of architectures with Dapr,"Building distributed microservices is tough. Dapr, an open‑source app abstraction layer, streamlines microservice development by exposing features like state management, pub/sub, and more via standard APIs. Tech‑agnostic and Kubernetes‑friendly, it simplifies orchestration and delivery.",https://www.linkedin.com/in/christophegigax/,,,,Christophe Gigax - Conf42 Kube Native 2025.pdf,Christophe Gigax_kube.png,https://youtu.be/avKQI0V9rGg,"dapr,architectures,cloudnative",
No,kube native,Alejandro Mercado,DevOps Lead,Michael Page,,,,Observability in Kubernetes: Unlocking the Power of eBPF,"Discover how eBPF-powered observability can facilitate proactive incident detection, root cause analysis, and rapid remediation, enabling you to stay ahead of potential issues in your Kubernetes ecosystem.",https://www.linkedin.com/in/alexmarket/,,,,Alejandro Mercado - Conf42 Kube Native 2025.pdf,Alejandro Mercado_kube.png,https://youtu.be/zdB4sQ21x1w,"observability,kubernetes,ebpf",
No,javascript,Sharon Yelenik,Senior API and DevX Content Writer,Cloudinary,,,,"Making Docs and AI Work Together: Improving Context, Accuracy, and Agentic Coding in the IDE","AI can speed up the workflow, but without the right context, it can just as easily slow it down. This session explores how to balance AI assistance with documentation to maintain accuracy and control inside the IDE. Learn how modern APIs like Cloudinary, Auth0, and Firebase can work hand in hand with AI tools to generate cleaner code, automate tasks safely, and accelerate development without guesswork.",https://www.linkedin.com/in/sharon-yelenik-981214162/,,,,Sharon Yelenik - Conf42 JavaScript 2025.pdf,Sharon Yelenik_js.png,https://youtu.be/tiJ8Ve2smkE,"ai,docs,accuracy",
No,javascript,Gian Wild,"Founder, Owner and CEO",AccessibilityOz,,,,Accessible JavaScript: it's easier than you think!,"Twenty percent of the population has a disability: that means your users! It's easy enough to make your forms and JavaScript accessible, if you know how. Gian Wild gives concrete code examples and explains the three types of JavaScript functionality and the ten JavaScript and form principles.",https://www.linkedin.com/in/gianwild/,accessibilityoz,,,Gian Wild - Conf42 JavaScript 2025.pdf,Gian Wild_js.png,https://youtu.be/6X7JtkEhRX8,"accessible,easier,than",
No,javascript,Daniel Afonso,Senior Developer Advocate,PagerDuty,,,,The 2025 State of JavaScript Testing,"This talk will go over what changed it the past decade regarding testing Web applications. We will focus on practices, patterns, and library changes and learn what the future holds for us around test runners, testing libraries, mocking, production practices, and AI-based tools.",https://www.linkedin.com/in/danieljcafonso/,danieljcafonso,,,,Daniel Afonso_js.png,https://youtu.be/CRzEAv1GzSI,"state,testing,tech",
No,prompt,Cynthia Akiotu,Cyber Security Analyst,,,,,From Prompts to Protection: How Security Copilot Reinvents Cyber Defense,"Cyber defense is no longer just written in code or policy, it’s spoken in prompts. I’ll explore how Security Copilot turns those prompts into protection by optimizing Conditional Access, enforcing Zero Trust, and transforming AI insights. Join me to see how words become your line of defense.",https://www.linkedin.com/in/cynthia-akiotu,cyakiotu,,,Cynthia Akiotu - Conf42 Prompt Engineering 2025.pdf,Cynthia Akiotu_prompt.png,https://youtu.be/GRMUiGIMVrM,"security,defense,cyber",
No,prompt,Richa Solanki,Manager Data Management,Manager Data Management At Ally Bank,,,,Transforming Enterprise Data with Lakehouse Architecture at Scale,"Discover how Data Lakehouse Architecture unifies the power of data lakes and warehouses to deliver real-time, AI-ready insights at scale. Learn best practices to cut costs, streamline workflows, and fuel next-gen prompt engineering innovation.",https://www.linkedin.com/in/richa-solanki-9034616a/,,,,Richa Solanki - Conf42 Prompt Engineering 2025.pdf,Richa Solanki_prompt.png,https://youtu.be/EpC1PDiZ7mM,"data,lakehouse,enterprise",
No,prompt,Maximilian Schattauer,Technical Consultant | Data & AI,Perelyn GmbH,,,,Beyond semantic retrievers: leveraging LLMs for question-based document ranking,"We improved complex document retrieval by using an LLM-driven pairwise ranking approach, prompting the model to judge which document better answers a question. This method outperformed traditional retrievers, boosting recall@k in sspecial retrieval scenarios.",https://www.linkedin.com/in/mschattauer/,,,,Maximilian Schattauer - Conf42 Prompt Engineering 2025.pdf,Maximilian Schattauer_prompt.png,https://youtu.be/KqEQGHFoxXI,"retrievers,documents,ranking",
No,robotics,Ankita Saxena,Sr. Product Manager,"Amazon, CARNEGIE MELLON UNIVERSITY",,,,Strategic Role of AI-Powered Recommendation Systems in Shaping Industries,"Discover how AI-powered recommendation systems are transforming from simple suggestion engines into strategic infrastructure driving personalization, efficiency, and competitive advantage across industries from e-commerce to robotics-enabled marketplaces.",https://www.linkedin.com/in/ankitasaxena2012/,,,,Ankita Saxena - Conf42 Robotics 2025.pdf,Ankita Saxena_robotics.png,https://youtu.be/vXAqWlclRwI,"ai,insights,industry",
No,robotics,Nehal Singh,"Sr. Manager, IT Infrastructure & Productivity Apps","California State University, Long Beach",,,,Securing Robot Networks for the Quantum Era,"Quantum computers could soon compromise robotic systems. Learn how to secure your robot networks with post-quantum cryptography, using NIST standards and real-world case studies without breaking real-time performance.",https://www.linkedin.com/in/nehal-singh-664b1b120/,,,,Nehal Singh - Conf42 Robotics 2025.pdf,Nehal Singh_robotics.png,https://youtu.be/yPdOXma-pcM,"robotics,quantum,security",
No,robotics,Sneha Nallapu,Senior Software Engineer,"J.B. Hunt Transport Services, Inc.",,,,Demystifying Compliance-by-Design: Architecting Regulatory-Resilient Robotics and Financial Systems,"Robotics in finance is under mounting regulatory pressure. Learn how compliance-by-design powered by audit trails, bi-temporal data, and adaptive workflows transforms compliance from a burden into a structural advantage for resilient automation.",https://www.linkedin.com/in/sneha-nallapu/,,,,Sneha Nallapu - Conf42 Robotics 2025.pdf,Sneha Nallapu_robotics.png,https://youtu.be/zJ216IULjYs,"compliance,design,finance",
No,devsecops,Victor Agboola,Cyber Security Analyst,Cyber Security Analyst,,,,How AI can enhance digital forensic analysis and evidence collection,"In a world where cybercriminals evolve faster, AI is revolutionizing digital forensics, uncovering evidence, helping investigations, and automating analysis. Discover how AI-driven forensics enhances accuracy, speeds up case resolution, and reshapes future cybersecurity investigations.",https://www.linkedin.com/in/agboolavictor/,,,,Victor Agboola - Conf42 DevSecOps 2025.pdf,Victor Agboola_devsecops.png,https://youtu.be/UiccZxu-YQQ,"forensic,ai,analysis",
No,devsecops,Peter De Tender,Business Program Manager - Lead Technical Trainer,Microsoft,,,,"A lap around GitHub Dependabot, CodeQL and other built-in security features","Like any other development process, security should be at the forefront of the dev cycle. That's where GitHub provides built-in solutions with Dependabot, CodeQL and several others. Learn in this session how to enable security features to protect code from vulnerabilities, full demos, no slides...",https://www.linkedin.com/in/pdtit/,,,,,Peter De Tender_devsecops.png,https://youtu.be/PHmnkhLZWj0,"github,dependabot,codeql",
No,devsecops,Safeer C M,Principal Engineer,MoEngage,,,,Understanding SAST Foundations with Open-Source Semgrep,"Static Application Security Testing (SAST) is a fundamental practice for securing the software development lifecycle, but its inner workings are often treated as a complex black box. This session peels back those layers, focusing on the core principles of static analysis using the fast, open-source Semgrep engine as our practical guide. We will explore how modern SAST moves beyond simple text searching by parsing code into Abstract Syntax Trees (ASTs) to understand its true structure and intent.

On that foundation, we will start with Semgrep (semgrep.dev), a fast, open-source SAST engine that matches code shapes across many languages. You’ll learn Semgrep’s minimal building blocks: YAML rules, patterns, and pattern combinators, metavariables and constraints, severity and metadata, and autofix for developer-friendly guidance. We’ll also cover when to switch from simple structural matching to taint mode (sources, sinks, sanitizers) for data-flow findings. Finally, we outline the basics of adopting Semgrep, including running it locally and in CI, as well as starting with community rule packs and testing rules.

Attendees leave with a clear mental model of how SAST works and a practical, open-source starting point to add precise, maintainable code checks to their DevSecOps workflows.",https://www.linkedin.com/in/safeer/,,,,,Safeer C M_devsecops.png,https://youtu.be/_RRV8SY2ED0,"sast,open,source,semgrep",
No,internet of things,Marie Cruz,Senior Developer Advocate,Grafana Labs,,,,STEM in the Garden: How to Monitor Plants with IoT Sensors and Grafana Cloud,"Are you a parent who wants to do a fun project with your kids? Are you trying to keep your plants alive? Or are you considering using an IoT device to monitor your plant's soil moisture level?

If any of the following resonates, this talk is for you!",https://www.linkedin.com/in/mariedesireecruz/,,,,Marie Cruz - Conf42 Internet of Things (IoT) 2025.pdf,Marie Cruz_iot.png,https://youtu.be/M5BerP-gpws,"sensors,gardening,analytics",
No,internet of things,Bhanudeepti Chinta,"Engineering Manager, Data",Dave,,,,IoT Data Lakehouse: Scalable Architectures for Connected Device Analytics,"Learn how IoT Lakehouse architectures solve massive sensor data challenges by unifying streaming telemetry, device logs, and analytics in scalable platforms that power predictive maintenance, smart city monitoring, and connected device intelligence.",https://www.linkedin.com/in/bhanudeepti-chinta-9b450725/,,,,Bhanudeepti Chinta - Conf42 Internet of Things (IoT) 2025.pdf,Bhanudeepti Chinta_iot.png,https://youtu.be/b34tpd-0uSk,"lakehouse,analytics,scalable",
No,internet of things,Rehmat Kharal,Driving Strategic Growth for Global Customers,Conduktor,,,,"Taming IoT Data Streams: Lessons in Managing Scale, Complexity, and Trust","IoT devices generate massive streams of data, but the challenge is making that data reliable, secure, and usable at scale. Engineers face messy pipelines, outages, and governance needs. By improving how we manage streaming systems like Kafka, teamsfocus on building IoT apps that deliver real impact.",https://www.linkedin.com/in/rehmat-k-42a8b516/,,,,,Rehmat Kharal_iot.png,https://youtu.be/C1mQs9s88FA,"streaming,scalability,governance",
No,devops,Michael Levan,AI Architect / Solutions Engineer,Solo.io,,,,Observing Agentic/MCP Traffic & Keeping Costs Low,"Agentic Workloads and MCP is at the forefront of every engineering organization in the cloud-native realm. That's why there are two major questions coming up. 1). How can we observe metrics. 2) How can we control posts. In this session, you'll learn how to produce Agentic and MCP traffic",https://www.linkedin.com/in/michaellevan/,,,,,Michael Levan_devops.png,https://youtu.be/OAwmnmY-IO0,"agents,telemetry,costs",
No,devops,Roxane Fischer,Co-Founder,Anyshift.io logo,,,,Context Engineering for DevOps: Turning Your Infrastructure into a Reasoning Graph,"LLMs fail at infrastructure because they can't capture live dependencies or multi-hop relationships. This talk shows how to treat infrastructure as a graph so AI systems can reason instead of guess. Learn Graph RAG, natural language to Cypher querying, and how to measure context quality.",https://www.linkedin.com/in/roxane-fischer-92a52414b/,,,,Roxane Fischer - Conf42 DevOps 2026.pdf,Roxane Fischer_devops.png,https://youtu.be/_v1oPl0oBjY,"context,reasoning,infrastructure",
No,devops,Spiros Economakis,Founder & CEO,NOFire AI,,,,How AI is redefining SRE and Customer Experience,"AI is reshaping SRE, but the real opportunity isn’t faster RCA, it’s building proactive, customer-centered reliability. This talk explores how AI and culture together move us from firefighting to foresight.",https://www.linkedin.com/in/spirosoik/,,,,,Spiros Economakis_devops.png,https://youtu.be/bXyvcbcW7WY,"sre,experience,ai",
No,machine learning,Aleksandra Drobnjak,Security Engineer,,,,,Minimum Viable AIMS: ISO 42001 Required Documentation Artifacts for Beginners,"Experimenting with LLMs is fun until someone asks: who approved this, mwhat changed, what data was used, and can we explain it? Let's demystify ""Minimum Viable AIMS"": ISO 42001 documentation artifacts that make your organization’s AI management system audit-ready.",https://www.linkedin.com/in/aleksandra-drobnjak/,,,,Aleksandra Drobnjak - Conf42 Machine Learning 2026.pdf,Aleksandra Drobnjak_ml.png,https://youtu.be/ecd60IxMPU4,"documentation,artifacts,beginners",
No,machine learning,Marat Kenzhebulatov,Software Engineer,Booking.com,,,,Building Secure Backend Services with AI Agents,"As AI agents become part of everyday engineering, building secure backend systems is more critical than ever. Marat Kenzhebulatov will show how to integrate AI agents safely in security-critical workflows, from code review and threat modeling to automated checks, without exposing sensitive data. Attendees will leave with practical guidelines, lightweight patterns, and a checklist for leveraging AI agents while maintaining real-world security and compliance.",https://www.linkedin.com/in/mekenzh/,,,,Marat Kenzhebulatov - Conf42 Machine Learning 2026.pdf,Marat Kenzhebulatov_ml.png,https://youtu.be/qYNGvp_ECsU,"vision,computer,imaging",
No,machine learning,Murthy Chandrapaty,"Principal Engineer, Architect",Adobe,Chakravarthy Kalva,Senior Product Manager,Adobe,Beyond Send-Time Optimization: From Prediction to AI-Driven Decisioning in B2C Marketing,"Send-time optimization has traditionally been treated as a prediction problem—using historical data to determine when customers are most likely to engage. While effective in simpler environments, this approach falls short in today’s B2C landscape, where customers receive multiple messages across channels, campaigns compete for attention, and engagement is constrained by fatigue, regulations, and business priorities. In this context, selecting the “best” send time is no longer just a modeling task, but a decision-making challenge.

This session reframes send-time optimization as an AI-driven decision system that combines machine learning and artificial intelligence in complementary ways. Machine learning provides predictive signals such as engagement likelihood and time-based patterns, while AI adds reasoning, orchestration, and goal awareness—resolving tradeoffs between urgency, relevance, frequency, and customer experience in real time.",https://www.linkedin.com/in/murthychandrapaty/,,https://www.linkedin.com/in/chakravarthy-kalva/,,Murthy Chandrapaty & Chakravarthy Kalva - Conf42 Machine Learning 2026.pdf,Murthy Chandrapaty & Chakravarthy Kalva_ml.png,https://youtu.be/KYXzvCGlfSM?si=_dSvuH73yvhEXBPd,"decisioning,b2c,marketing",
No,site reliabilty engineering,Oreoluwa Omoike,Site Reliability Engineer,JPMorgan Chase & CO,,,,AI-Driven Risk-Aware Decision-Making for Scalable Reliability Systems,"Resilience in Site Reliability Engineering encompasses more than just failure detection; it also includes the ability to make informed choices amidst uncertainty. This talk delves into how AI-driven, risk-aware decision-making extends automation, optimizes risk management, and guarantees the construction of scalable, high-reliability systems.",https://linkedin.com/in/oreoluwa-omoike,,,,Oreoluwa Omoike - Conf42 Site Reliability Engineering (SRE) 2026.pdf,Oreoluwa Omoike_sre.png,https://youtu.be/4BELqysbNsA,"driven,risk,aware",
No,site reliabilty engineering,Stuart Clark,Senior Developer Advocate,Spotify,,,,Scale or Fail as Spotify's Growth Exposed the Abstraction Paradox,"At Spotify, serving 675M users, hyper-growth in 2014 created system fragmentation that made onboarding engineers difficult. Our abstractions oversimplified complexity, hindering incident response. We learned effective abstraction teaches complexity rather than hiding it.",https://www.linkedin.com/in/stuarteclark/,bigevilbeard,,,Stuart Clark - Conf42 Site Reliability Engineering (SRE) 2026.pdf,Stuart Clark_sre.png,https://youtu.be/toV7iOCfERg,"scale,fail,spotify",
No,site reliabilty engineering,Sylvain Kalache,Head of AI Labs,Rootly,,,,From Vibes to Outages: When AI Writes the Code You Debug,"AI-assisted coding is exploding. But this acceleration doesn't translate into reliability. Quite the opposite.

This talk dives into the quirks of LLM-assisted development with real-world examples: hard-to-trace bugs, AI-generated tests that mirror flawed logic, and hallucinated dependencies that open security gaps. We'll examine the operational fallout: skyrocketing code churn, higher incident rates, and large batch deployments that make debugging harder.

As developers become less familiar with their own code, leaner SRE teams deal with the consequences. We'll explore actionable strategies, from AI-powered incident tools to ""incident vibing.""",https://www.linkedin.com/in/sylvainkalache/,,,,Sylvain Kalache - Conf42 Site Reliability Engineering (SRE) 2026.pdf,Sylvain Kalache_sre.png,https://youtu.be/RBtq7WjYOdg,"vibes,outages,writes",
No,cloud native,Elizabeth Fuentes Leone,Developer Advocate,AWS,,,,Reduce AI Agents Costs and Mistakes with Semantic tool Selection,"AI agents with many tools face a dual problem: they pick the wrong tool and waste tokens because tool descriptions get serialized into the context on every call. As agents scale to 50+ tools, errors increase and costs explode. Semantic tool selection filters tools before they reach the LLM context using vector search, reducing errors and token costs. This talk walks you through building TWO versions of the same travel agent to prove semantic tool selection works. By comparing the agents side-by-side on identical queries, you'll see dramatic improvements in both accuracy and cost and learn how to implement dynamic tool filtering that preserves conversation memory across multi-turn sessions. You'll leave with working Python code and production patterns you can deploy immediately.",https://www.linkedin.com/in/lizfue/,,,,Elizabeth Fuentes Leone - Conf42 Cloud Native 2026.pdf,Elizabeth Fuentes Leone_cloud.png,https://youtu.be/PvWSg2Rz-gE,"ai,llm,applications",
No,cloud native,Sonali Priya,Creative Design Director,Local Backhaul Networks,,,,Design Systems for Scalable Cloud-Native Analytics Platforms,"Cloud-native analytics platforms must deliver consistency, accessibility, and performance across distributed teams, services, and interfaces. This session explores the architectural foundations required to build scalable design systems in modern cloud-native environments. It focuses on five measurable pillars: component modularity, token-driven theming, cross-platform consistency, versioning discipline, and governance maturity. We begin with component modularity, showing how decoupled UI primitives enable independent deployment, reduce duplication, and accelerate delivery across microservices-driven teams. The session then examines token-based theming, where design tokens act as a single source of truth for visual and interaction properties, enabling consistent updates across dynamically deployed applications. Next, we address cross-platform consistency, outlining patterns that ensure cohesive experiences across web dashboards, embedded analytics, mobile applications, and operational tools in distributed ecosystems. Attendees will learn how to maintain parity while supporting product-level flexibility. We also cover versioning strategies critical in cloud-native systems, including semantic versioning, release channels, and backward compatibility approaches that prevent breaking dependent services. Finally, we explore governance models that scale with organizational complexity, including contribution workflows, accessibility standards, and decision frameworks that balance autonomy with alignment.",https://www.linkedin.com/in/priyasonali/,,,,Sonali Priya - Conf42 Cloud Native 2026.pdf,Sonali Priya_cloud.png,https://youtu.be/grLK2XWaNPA,"data,pipelines,processing",
No,cloud native,Dmytro Hlotenko,Senior Cloud Operations Engineer,Sage Austria,,,,Keep Calm and Run on AWS: Engineering Compliance Without Abandoning Your Stack  ,"Your datacenter vendor says you need on-premises infrastructure. The sovereignty crowd says you need seven EU-native providers. Your legal team forwards another GDPR article at 9am. Customers are refusing after reading biased articles in the newspaper paid by the local DC owner. Your engineers just want to ship.

This session is a practitioner's defence of running AWS in regulated European environments — what actually needs solving, what is compliance theater, and how to build a stack your engineering team can still operate at 3am. We'll cover what Outposts genuinely solves and where it quietly fails — control plane metadata, backup destinations, and the DR trap nobody puts in the sales deck. We'll look at real capacity planning and benchmarking: what the performance delta actually looks like and what causes it. And we'll make the case against trading a single well-governed AWS account for seven EU vendors with seven SLAs, seven blast radiuses, and seven on-call rotations. Finally — AWS European Sovereign Cloud launched in January 2026. We'll cut through the noise on CLOUD Act, DORA, and NIS2 to show where ESC moves the needle and where the legal gaps remain.

Sovereignty without operational maturity is just compliance theater. Let's talk about what real compliance engineering looks like.",https://www.linkedin.com/in/dmytro-hlotenko-7aa348151/,,,,Dmytro Hlotenko - Conf42 Cloud Native 2026.pdf,Dmytro Hlotenko_cloud.png,https://youtu.be/LQdH_BF4I-M,"distributed,systems,resilience",
No,golang,Ivan Balashov,Senior Software Developer and Team Lead,SoftSwiss,,,,Engineering High-Performance Real-Time Leaderboards: From O(N²) to O(log N),"In this technical session, Ivan Balashov explores how to design and implement high-performance leaderboards capable of handling 100K+ concurrent users with real-time updates. He presents a case study where a production system suffered from daily outages due to O(N²) update complexity, CPU spikes, and memory pressure. The talk covers the end-to-end solution: an indexed skip list augmented with span counters for O(log N) position queries, combined with a hash-based user deduplication system. Ivan shares practical lessons from replacing a naive slice-based leaderboard with a memory-efficient, concurrency-safe, in-process solution delivered in just 2 days. Attendees will gain insight into probabilistic data structures, cache-aware design, and how to pragmatically balance technical excellence with urgent business requirements in production-critical systems.",https://www.linkedin.com/in/ivan-balashov-041b5614b/,,,,Ivan Balashov - Conf42 Golang 2026.pdf,Ivan Balashov_golang.png,https://youtu.be/HoYi90euqvU,"engineering,high,performance",
No,golang,Victor Lyuboslavsky,Principal Software Engineer,Fleet Device Management,,,,"Modularizing a 10-Year Monolith: The Architecture, The People, and the Pain","Most Go codebases begin as straightforward layered monoliths, but years of growth often turn those layers into a web of hidden coupling, unclear ownership, and hard-to-predict side effects. Small changes start requiring deep context, and compile and test times slowly creep up, turning routine work into risky work. Rewrites promise a clean slate but rarely succeed in practice. What the Go community lacks are real examples of large open source Go projects that have successfully evolved toward a modular monolith.  This talk presents a major open source Go project in the middle of that evolution. It covers how we are moving from a decade-old layered architecture toward a modular design while continuing to ship features to multiple production environments that teams actively depend on every day. This is not theory. This is architectural change in a live system, with real contributors, long CI pipelines, social constraints, and legacy assumptions embedded throughout the code.  What began as an investigation into slow build and test times exposed deeper problems: oversized packages, uncontrolled dependencies, unclear boundaries, and an architecture that no longer matched how engineers actually reasoned about the system. We walk through familiar pain points in large Go monoliths, including tight coupling, long feedback cycles, and frequent merge conflicts, and explain why these problems persist even in well-intentioned codebases. You’ll see where our early attempts stalled, how architectural changes regressed quietly over time, why good ideas alone were not enough, and how steady, incremental refactoring helped us regain control without freezing development. Architecture only works when people agree to carry it together.  Whether you are working on a fast-growing Go project or maintaining a mature production system, this talk will give you concrete techniques and mental models for evolving your architecture safely. You’ll leave with a clearer understanding of how to introduce boundaries that hold, align ownership with code, and make a large system feel smaller, safer, and easier to change, so teams can move faster without needing to hold the entire system in their heads.",https://www.linkedin.com/in/lyuboslavsky/,,,,Victor Lyuboslavsky - Conf42 Golang 2026.pdf,Victor Lyuboslavsky_golang.png,https://youtu.be/RHrPkuTbIVw,"modularizing,year,monolith",
